Taxon ID,Genome ID,Genome Name,Antibiotic,Resistant Phenotype,Measurement,Measurement Sign,Measurement Value,Measurement Unit,Laboratory Typing Method,Laboratory Typing Method Version,Laboratory Typing Platform,Vendor,Testing Standard,Testing Standard Year,Computational Method,Computational Method Version,Computational Method Performance,Evidence,Source,PubMed
197,"197.16162","Campylobacter jejuni strain FSIS1606368","ciprofloxacin","Susceptible","0.03","==","0.03","mg/L","MIC",,,,"CLSI",,,,,"Laboratory Method",,
573,"573.15710","Klebsiella pneumoniae strain K997","ciprofloxacin","Resistant",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
590,"590.17293","Salmonella enterica SRR2566905","ciprofloxacin",,"<=0.015","<=","0.015","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
562,"562.23108","Escherichia coli O25:H4 strain ECO0752","ciprofloxacin","Resistant",,,,,"agar dilution",,,,,,,,,"Laboratory Method",,"28720578"
54388,"54388.292","Salmonella enterica subsp. enterica serovar Paratyphi A strain 201302256","ciprofloxacin",,"0.023",,"0.023","mg/L","biomérieux",,,,,,,,,"Laboratory Method",,"28348832"
485,"485.5270","Neisseria gonorrhoeae ERR1528298","ciprofloxacin",,"<=0.008","<=","0.008","mg/L","agar dilution or Etest",,,,,,,,,"Laboratory Method",,"31479500"
470,"470.10386","Acinetobacter baumannii SRR3226997","ciprofloxacin",,">2",">","2","mg/L","BD-Phoenix",,,,,,,,,"Laboratory Method",,"31479500"
470,"470.10335","Acinetobacter baumannii SRR3225053","ciprofloxacin",,">2",">","2","mg/L","BD-Phoenix",,,,,,,,,"Laboratory Method",,"31479500"
590,"590.14158","Salmonella enterica SRR3933004","ciprofloxacin",,"0.03",,"0.03","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
90370,"90370.2755","Salmonella enterica subsp. enterica serovar Typhi strain 343076_211171","ciprofloxacin","Resistant","0.25",,"0.25","mg/L","broth_microdilution",,,,"EUCAST",2018,,,,"Laboratory Method",,"30425150"
573,"573.21681","Klebsiella pneumoniae strain EuSCAPE_IL075","ciprofloxacin","Resistant",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
158836,"158836.156","Enterobacter hormaechei strain AR_0366","ciprofloxacin","Susceptible","<=0.25","<=","0.25","mg/L","MIC",,,,"CLSI",,,,,"Laboratory Method",,
90105,"90105.29","Salmonella enterica subsp. enterica serovar Saintpaul strain CVM N32763","ciprofloxacin",,"<=0.015","<=","0.015","mg/L","broth microdilution",,,"Trek Diagnostics","CLSI",2015,,,,"Laboratory Method","28784677","27381390"
197,"197.16284","Campylobacter jejuni strain FSIS1606818","ciprofloxacin","Susceptible","0.12","==","0.12","mg/L","MIC",,,,"CLSI",,,,,"Laboratory Method",,
470,"470.10434","Acinetobacter baumannii SRR3228476","ciprofloxacin",,">2",">","2","mg/L","BD-Phoenix",,,,,,,,,"Laboratory Method",,"31479500"
573,"573.20840","Klebsiella pneumoniae strain EuSCAPE_RO030","ciprofloxacin","Susceptible",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
485,"485.5131","Neisseria gonorrhoeae ERR1528150","ciprofloxacin",,">=32",">=","32","mg/L","agar dilution or Etest",,,,,,,,,"Laboratory Method",,"31479500"
546,"546.541","Citrobacter freundii strain 315","ciprofloxacin","Susceptible","0.25","<=","0.25","mg/L","MIC",,"Vitek","BiomŽrieux","CLSI",,,,,"Laboratory Method",,
28901,"28901.10163","Salmonella enterica strain 47_3","ciprofloxacin","Susceptible",,,,,"Sensititre",,,"Thermo Fisher Scientific","CLSI",,,,,"Laboratory Method",,"27228329"
470,"470.9900","Acinetobacter baumannii SRR3131227","ciprofloxacin",,">2",">","2","mg/L","BD-Phoenix",,,,,,,,,"Laboratory Method",,"31479500"
287,"287.12577","Pseudomonas aeruginosa strain F1764","ciprofloxacin",,"2",,"2","mg/L","MIC",,,,"CLSI",2018,,,,"Laboratory Method",,"32048461"
485,"485.5417","Neisseria gonorrhoeae ERR1555241","ciprofloxacin",,"16",,"16","mg/L","agar dilution or Etest",,,,,,,,,"Laboratory Method",,"31479500"
624,"624.2468","Shigella sonnei strain AUSMDU00009496","ciprofloxacin","Susceptible",,,,,"agar dilution or broth microdilution",,,,"CLSI",2017,,,,"Laboratory Method",,"30615105"
485,"485.4396","Neisseria gonorrhoeae ERR3201269","ciprofloxacin",,"0.003",,"0.003","mg/L","MIC",,,"bioMeurieux",,,,,,"Laboratory Method",,"32829411"
485,"485.4102","Neisseria gonorrhoeae ERR3200933","ciprofloxacin",,"0.023",,"0.023","mg/L","Etest",,,,,,,,,"Laboratory Method",,"31479500"
590,"590.12698","Salmonella enterica SRR3344460","ciprofloxacin",,"0.06",,"0.06","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
562,"562.22725","Escherichia coli O4:H1 strain ECO0312","ciprofloxacin","Susceptible",,,,,,,"Vitek2","bioMerieux",,,,,,"Laboratory Method",,"28720578"
485,"485.8756","Neisseria gonorrhoeae strain 4478STDY6637658","ciprofloxacin",,"0.03",,"0.03","mg/L","MIC",,,,"EUCAST",,,,,"Laboratory Method",,"32091356"
573,"573.23250","Klebsiella pneumoniae strain Kpn33","ciprofloxacin","Resistant",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
195,"195.2170","Campylobacter coli strain FSIS1606375","ciprofloxacin","Susceptible","0.12","==","0.12","mg/L","MIC",,,,"CLSI",,,,,"Laboratory Method",,
573,"573.26191","Klebsiella pneumoniae strain 5012STDY7312626","ciprofloxacin","Susceptible",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
485,"485.5367","Neisseria gonorrhoeae ERR1555165","ciprofloxacin",,"0.03",,"0.03","mg/L","agar dilution or Etest",,,,,,,,,"Laboratory Method",,"31479500"
573,"573.15296","Klebsiella pneumoniae strain ST-152:K131","ciprofloxacin","Resistant",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
90105,"90105.8","Salmonella enterica subsp. enterica serovar Saintpaul strain CVM N46823","ciprofloxacin","Susceptible","<=0.015","<=","0.015","mg/L","broth microdilution",,"Dehydrated Panels CMV2AGNF and CMV3AGNF","Thermo Fisher Scientific","CLSI",2015,,,,"Laboratory Method",,"27381390"
562,"562.45404","Escherichia coli strain BR43-DEC","ciprofloxacin","Resistant","==6","==","6","mm","disk diffusion",,,,"CLSI",,,,,"Laboratory Method",,
287,"287.12713","Pseudomonas aeruginosa strain ESP063","ciprofloxacin","Resistant",,,,,"agar dilution",,,,"CLSI",2018,,,,"Laboratory Method",,"32048461"
485,"485.159","Neisseria gonorrhoeae strain GCGS212","ciprofloxacin",,"1",,"1","mg/L","MIC",,"agar dilution",,"CDC GISP Protocol",2010,,,,"Laboratory Method",,"27575582"
573,"573.12876","Klebsiella pneumoniae 3296","ciprofloxacin","Resistant",">2",">","2","mg/L","MIC",,"BD phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28776045;28512093"
470,"470.7795","Acinetobacter baumannii strain MRSN7375","ciprofloxacin","Resistant","4",">=","4","mg/L","MIC",,"Vitek","Biom�rieux","CLSI",,,,,"Laboratory Method",,
573,"573.21247","Klebsiella pneumoniae strain EuSCAPE_TR199","ciprofloxacin","Susceptible",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
562,"562.22670","Escherichia coli O25:H4 strain ECO0258","ciprofloxacin","Susceptible",,,,,,,"Vitek2","bioMerieux",,,,,,"Laboratory Method",,"28720578"
573,"573.15268","Klebsiella pneumoniae strain ST-1552:K077","ciprofloxacin","Resistant",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
573,"573.33820","Klebsiella pneumoniae strain Kp391","ciprofloxacin","Resistant",,,,,"Computational Prediction","Accuracy:0.909, F1 score:0.912, AUC:0.947","AdaBoost Classifier","PATRIC",,,,,,,,
562,"562.22558","Escherichia coli O1:H7 strain ECO0133","ciprofloxacin","Susceptible",,,,,,,"Vitek2","bioMerieux",,,,,,"Laboratory Method",,"28720578"
28901,"28901.8654","Salmonella enterica strain CVM N37906","ciprofloxacin","Susceptible","0.015","<=","0.015","mg/L","MIC",,,"Trek","CLSI",,,,,"Laboratory Method",,
54388,"54388.279","Salmonella enterica subsp. enterica serovar Paratyphi A strain 4388","ciprofloxacin",,"0.023",,"0.023","mg/L","biomérieux",,,,,,,,,"Laboratory Method",,"28348832"
590,"590.16292","Salmonella enterica SRR2567151","ciprofloxacin",,"<=0.015","<=","0.015","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
562,"562.23664","Escherichia coli O25:H4 strain ECO1399","ciprofloxacin","Resistant",,,,,"agar dilution",,,,,,,,,"Laboratory Method",,"28720578"
573,"573.22597","Klebsiella pneumoniae strain KL8","ciprofloxacin","Susceptible",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
573,"573.22524","Klebsiella pneumoniae strain CRK0019","ciprofloxacin","Resistant",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
590,"590.16488","Salmonella enterica SRR1982229","ciprofloxacin",,"<=0.01","<=","0.01","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
28901,"28901.8722","Salmonella enterica strain CVM N38884","ciprofloxacin","Susceptible","0.015","<=","0.015","mg/L","MIC",,,"Trek","CLSI",,,,,"Laboratory Method",,
573,"573.12526","Klebsiella pneumoniae strain 42810","ciprofloxacin","Resistant",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
590,"590.12851","Salmonella enterica SRR3664661","ciprofloxacin",,"<=0.015","<=","0.015","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.12694","Salmonella enterica SRR3330602","ciprofloxacin",,"0.03",,"0.03","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
485,"485.5010","Neisseria gonorrhoeae ERR1469665","ciprofloxacin",,">=32",">=","32","mg/L","agar dilution or Etest",,,,,,,,,"Laboratory Method",,"31479500"
28901,"28901.13391","Salmonella enterica strain 3341A","ciprofloxacin","Susceptible",,,,,"disk diffusion",,,,"EUCAST",2010,,,,"Laboratory Method",,"31222015"
573,"573.13525","Klebsiella pneumoniae KPN1604ec","ciprofloxacin","Resistant",">2",">","2","mg/L","MIC",,"BD phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.27517","Klebsiella pneumoniae strain 646","ciprofloxacin","Susceptible",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
573,"573.13402","Klebsiella pneumoniae KPN1464ec","ciprofloxacin","Resistant",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
624,"624.2173","Shigella sonnei strain 174677","ciprofloxacin","Susceptible",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
573,"573.21659","Klebsiella pneumoniae strain EuSCAPE_IL051","ciprofloxacin","Resistant",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
573,"573.12683","Klebsiella pneumoniae strain PO967","ciprofloxacin","Susceptible",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
485,"485.9222","Neisseria gonorrhoeae strain 4478STDY6638041","ciprofloxacin",,"0.03",,"0.03","mg/L","MIC",,,,"EUCAST",,,,,"Laboratory Method",,"32091356"
573,"573.26065","Klebsiella pneumoniae strain KP980","ciprofloxacin","Resistant",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
573,"573.13555","Klebsiella pneumoniae KPN1647ec","ciprofloxacin","Susceptible",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
485,"485.4064","Neisseria gonorrhoeae ERR3200904","ciprofloxacin",,"0.064",,"0.064","mg/L","Etest",,,,,,,,,"Laboratory Method",,"31479500"
470,"470.7508","Acinetobacter baumannii strain MRSN11815","ciprofloxacin","Susceptible","0.5","<=","0.5","mg/L","MIC",,"Phoenix","Becton Dickinson","CLSI",,,,,"Laboratory Method",,
573,"573.12876","Klebsiella pneumoniae 3296","ciprofloxacin","Resistant",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
85569,"85569.93","Salmonella enterica subsp. enterica serovar Typhimurium str. DT104 strain V61","ciprofloxacin","Susceptible",,,,,"breakpoint","0.5mg/l",,,,,,,,"Laboratory Method",,"24030491"
573,"573.15616","Klebsiella pneumoniae strain INF298","ciprofloxacin","Resistant",,,,,,,"Vitek2","bioMerieux","CLSI",,,,,"Laboratory Method",,"28369261"
573,"573.14036","Klebsiella pneumoniae KPN301ec","ciprofloxacin","Resistant",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
573,"573.33136","Klebsiella pneumoniae strain NR6227","ciprofloxacin","Resistant",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
573,"573.14369","Klebsiella pneumoniae KPN749ec","ciprofloxacin","Susceptible",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
573,"573.35513","Klebsiella pneumoniae strain KSB1_9A","ciprofloxacin","Susceptible",,,,,"Computational Prediction","Accuracy:0.909, F1 score:0.912, AUC:0.947","AdaBoost Classifier","PATRIC",,,,,,,,
485,"485.7889","Neisseria gonorrhoeae strain AUSMDU00007100","ciprofloxacin","Susceptible","0.008",,"0.008","mg/L","agar dilution",,,,"clsi",2016,,,,"Laboratory Method",,"29182725"
562,"562.42867","Escherichia coli strain MUGSI_47","ciprofloxacin","Resistant","8",">","8","mg/L","MIC",,,,"CLSI",,,,,"Laboratory Method",,
485,"485.3837","Neisseria gonorrhoeae ERR2631864","ciprofloxacin",,"0.004",,"0.004","mg/L","MIC",,,"bioMeurieux",,,,,,"Laboratory Method",,"32829411"
590,"590.15257","Salmonella enterica SRR2567087","ciprofloxacin",,"<=0.015","<=","0.015","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
485,"485.5002","Neisseria gonorrhoeae ERR1469596","ciprofloxacin",,"<=0.008","<=","0.008","mg/L","agar dilution or Etest",,,,,,,,,"Laboratory Method",,"31479500"
573,"573.22575","Klebsiella pneumoniae strain sklx16932","ciprofloxacin","Resistant",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
485,"485.4965","Neisseria gonorrhoeae ERR1469565","ciprofloxacin",,">=32",">=","32","mg/L","agar dilution or Etest",,,,,,,,,"Laboratory Method",,"31479500"
573,"573.35075","Klebsiella pneumoniae strain CCBH27755","ciprofloxacin","Resistant",,,,,"Computational Prediction","Accuracy:0.909, F1 score:0.912, AUC:0.947","AdaBoost Classifier","PATRIC",,,,,,,,
485,"485.4544","Neisseria gonorrhoeae ERR854912","ciprofloxacin",,"8",,"8","mg/L",,,,,"EUCAST",2017,,,,"Laboratory Method",,"30510172"
573,"573.14223","Klebsiella pneumoniae KPN540ec","ciprofloxacin","Resistant",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
590,"590.16183","Salmonella enterica SRR1299305","ciprofloxacin",,"<=0.01","<=","0.01","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
562,"562.57131","Escherichia coli strain 24742_1#304","ciprofloxacin","Resistant",,,,,"broth dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"30550564"
28901,"28901.9233","Salmonella enterica strain CVM N55824","ciprofloxacin","Susceptible","0.015","<=","0.015","mg/L","MIC",,,"Trek","CLSI",,,,,"Laboratory Method",,
573,"573.24370","Klebsiella pneumoniae strain MUGSI_181","ciprofloxacin","Resistant","8",">","8","mg/L","MIC",,,,"CLSI",,,,,"Laboratory Method",,
573,"573.21034","Klebsiella pneumoniae strain EuSCAPE_BE015","ciprofloxacin","Resistant",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
573,"573.29682","Klebsiella pneumoniae strain SRRSH58","ciprofloxacin","Susceptible",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
562,"562.23498","Escherichia coli O18:H1 strain ECO1008","ciprofloxacin","Susceptible",,,,,"agar dilution",,,,,,,,,"Laboratory Method",,"28720578"
470,"470.8047","Acinetobacter baumannii strain MRSN7790","ciprofloxacin","Resistant","2",">","2","mg/L","MIC",,"Phoenix","Becton Dickinson","CLSI",,,,,"Laboratory Method",,
485,"485.4554","Neisseria gonorrhoeae ERR854924","ciprofloxacin",,"16",,"16","mg/L","agar dilution",,,,,,,,,"Laboratory Method",,"31479500"
590,"590.15024","Salmonella enterica SRR3933068","ciprofloxacin",,"<=0.015","<=","0.015","mg/L","broth microdilution",,,"Trek Diagnostics","CLSI",2015,,,,"Laboratory Method","28784677","30333126"
573,"573.21252","Klebsiella pneumoniae strain EuSCAPE_TR201","ciprofloxacin","Susceptible",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
562,"562.22755","Escherichia coli O16:H5 strain ECO0346","ciprofloxacin","Susceptible",,,,,,,"Vitek2","bioMerieux",,,,,,"Laboratory Method",,"28720578"
573,"573.13029","Klebsiella pneumoniae 49","ciprofloxacin","Susceptible","<=0.5","<=","0.5","mg/L","MIC",,"BD phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28776045;28512093"
485,"485.8470","Neisseria gonorrhoeae strain 4478STDY6638571","ciprofloxacin",,"0.03",,"0.03","mg/L","MIC",,,,"EUCAST",,,,,"Laboratory Method",,"32091356"
90370,"90370.2911","Salmonella enterica subsp. enterica serovar Typhi strain 343076_279182","ciprofloxacin","Resistant","0.5",,"0.5","mg/L","broth_microdilution",,,,"EUCAST",2018,,,,"Laboratory Method",,"30425150"
562,"562.23893","Escherichia coli O17:H18 strain ECO1328","ciprofloxacin","Susceptible",,,,,"agar dilution",,,,,,,,,"Laboratory Method",,"28720578"
485,"485.6541","Neisseria gonorrhoeae SRR3357314","ciprofloxacin",,">=32",">=","32","mg/L","agar dilution",,,,,,,,,"Laboratory Method",,"31479500"
590,"590.17441","Salmonella enterica SRR2993806","ciprofloxacin",,"0.03",,"0.03","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.13463","Salmonella enterica SRR3223149","ciprofloxacin",,"<=0.01","<=","0.01","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
573,"573.15496","Klebsiella pneumoniae strain 10315_6#9","ciprofloxacin","Resistant",,,,,"disk diffusion",,,,"CLSI",2012,,,,"Laboratory Method",,"25712531"
287,"287.12465","Pseudomonas aeruginosa strain CH4684","ciprofloxacin",,"1",,"1","mg/L","MIC",,,,"CLSI",2018,,,,"Laboratory Method",,"32048461"
192955,"192955.353","Salmonella enterica subsp. enterica serovar Kentucky strain 201611699","ciprofloxacin","Resistant",,,,,"disk diffusion",,,"Bio-Rad","EUCAST",2014,,,,"Laboratory Method",,"31107206"
485,"485.6756","Neisseria gonorrhoeae SRR5827031","ciprofloxacin",,"4",,"4","mg/L","agar dilution",,,,,,,,,"Laboratory Method",,"31479500"
573,"573.14311","Klebsiella pneumoniae KPN680ec","ciprofloxacin","Resistant",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
573,"573.29958","Klebsiella pneumoniae strain Kpngiani7132624","ciprofloxacin","Resistant",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
590,"590.13290","Salmonella enterica SRR3057223","ciprofloxacin",,"<=0.01","<=","0.01","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
573,"573.14500","Klebsiella pneumoniae KPN928ec","ciprofloxacin","Resistant",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
590,"590.13408","Salmonella enterica SRR1637063","ciprofloxacin",,"<=0.01","<=","0.01","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
485,"485.9224","Neisseria gonorrhoeae strain 4478STDY6638138","ciprofloxacin",,"0.03",,"0.03","mg/L","MIC",,,,"EUCAST",,,,,"Laboratory Method",,"32091356"
573,"573.12916","Klebsiella pneumoniae 3338","ciprofloxacin","Resistant",">2",">","2","mg/L","MIC",,"BD phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28776045;28512093"
